hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_stay_nights,total_guests,total_revenue
City Hotel,0,46,2016,April,17,21,0,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,105.3,0,1,Check-Out,4/23/2016,2,2,210.6
City Hotel,0,2,2016,April,17,20,0,3,1,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,72.38,0,1,Check-Out,4/23/2016,3,1,217.14
City Hotel,0,18,2016,April,17,20,0,3,2,1,0,BB,KOR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7,0,0,Transient,167.74,0,2,Check-Out,4/23/2016,3,3,503.22
City Hotel,0,10,2016,April,17,22,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,0.0,0,0,Check-Out,4/23/2016,1,2,0.0
City Hotel,0,0,2016,April,17,22,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,109.87,0,0,Check-Out,4/23/2016,1,2,109.87
City Hotel,0,23,2016,April,17,18,1,4,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,0,Transient,110.84,0,2,Check-Out,4/23/2016,5,3,554.2
City Hotel,0,60,2016,April,17,18,1,4,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,110.5,0,0,Check-Out,4/23/2016,5,2,552.5
City Hotel,0,13,2016,April,17,19,0,4,1,0,0,BB,GRC,Aviation,Corporate,0,0,0,A,A,0,No Deposit,153,0,0,Transient,95.0,0,0,Check-Out,4/23/2016,4,1,380.0
City Hotel,0,26,2016,April,17,18,1,4,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,0,0,Transient-Party,133.8,0,0,Check-Out,4/23/2016,5,2,669.0
City Hotel,0,54,2016,April,17,20,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,4,No Deposit,9,0,0,Transient,130.05,0,0,Check-Out,4/23/2016,3,2,390.15
City Hotel,0,186,2016,April,17,22,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,23,0,0,Transient-Party,80.0,0,0,Check-Out,4/23/2016,1,2,80.0
City Hotel,0,13,2016,April,17,19,0,4,1,0,0,BB,ESP,Aviation,Corporate,0,0,0,A,A,0,No Deposit,153,0,0,Transient,95.0,0,0,Check-Out,4/23/2016,4,1,380.0
City Hotel,1,20,2016,May,22,26,0,1,1,0,0,BB,ESP,Aviation,Corporate,1,1,1,D,D,2,No Deposit,153,0,0,Transient-Party,110.0,0,0,Canceled,5/6/2016,1,1,110.0
City Hotel,1,5,2016,September,38,12,1,1,1,0,0,BB,ESP,Aviation,Corporate,1,2,1,D,D,0,No Deposit,0,153,0,Transient,110.0,0,0,Canceled,9/8/2016,2,1,220.0
City Hotel,0,10,2016,September,40,30,2,2,1,0,0,BB,ESP,Aviation,Corporate,1,2,1,D,D,0,No Deposit,0,153,0,Transient,110.0,0,0,Check-Out,10/4/2016,4,1,440.0
City Hotel,0,5,2016,April,17,21,0,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,157.0,0,2,Check-Out,4/24/2016,3,3,471.0
City Hotel,0,65,2016,April,17,23,0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient-Party,118.8,0,0,Check-Out,4/24/2016,1,2,118.8
City Hotel,0,65,2016,April,17,23,0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient-Party,118.8,0,1,Check-Out,4/24/2016,1,2,118.8
City Hotel,0,57,2016,April,17,21,0,3,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,137.7,0,2,Check-Out,4/24/2016,3,3,413.1
City Hotel,0,64,2016,April,17,21,0,3,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,94.5,0,0,Check-Out,4/24/2016,3,2,283.5
City Hotel,0,4,2016,April,17,20,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7,0,0,Transient,143.38,0,2,Check-Out,4/24/2016,4,2,573.52
City Hotel,0,0,2016,April,17,23,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,0,0,Transient,97.32,0,0,Check-Out,4/24/2016,1,2,97.32
City Hotel,0,7,2016,April,17,21,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,174.0,0,0,Check-Out,4/24/2016,3,2,522.0
City Hotel,0,8,2016,April,17,21,0,3,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,220.0,0,2,Check-Out,4/24/2016,3,3,660.0
City Hotel,0,62,2016,April,17,21,0,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,0,Transient,91.48,0,0,Check-Out,4/24/2016,3,2,274.44
City Hotel,0,8,2016,April,17,21,0,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,0,0,Transient,176.0,0,2,Check-Out,4/24/2016,3,3,528.0
City Hotel,0,62,2016,April,17,21,0,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,0,Transient,91.48,0,1,Check-Out,4/24/2016,3,2,274.44
City Hotel,0,8,2016,April,17,21,0,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,0,0,Transient,146.0,0,0,Check-Out,4/24/2016,3,2,438.0
City Hotel,0,66,2016,April,17,23,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,105.3,0,2,Check-Out,4/24/2016,1,2,105.3
City Hotel,0,6,2016,April,17,21,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,88.51,0,1,Check-Out,4/24/2016,3,2,265.53000000000003
City Hotel,0,67,2016,April,17,22,0,2,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,22,0,0,Transient,90.95,0,1,Check-Out,4/24/2016,2,2,181.9
City Hotel,0,6,2016,April,17,21,0,3,3,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,122.16,0,1,Check-Out,4/24/2016,3,3,366.48
City Hotel,0,90,2016,April,17,21,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,85,0,0,Transient-Party,81.62,0,0,Check-Out,4/24/2016,3,2,244.86
City Hotel,0,90,2016,April,17,21,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,85,0,0,Transient-Party,78.63,0,0,Check-Out,4/24/2016,3,2,235.89
City Hotel,0,19,2016,April,17,20,0,4,1,0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30,0,0,Transient-Party,84.5,0,0,Check-Out,4/24/2016,4,1,338.0
City Hotel,0,53,2016,April,17,21,0,3,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient-Party,118.8,0,1,Check-Out,4/24/2016,3,3,356.4
City Hotel,0,68,2016,April,17,21,0,3,1,0,0,BB,TUR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,112.2,0,1,Check-Out,4/24/2016,3,1,336.6
City Hotel,0,0,2016,April,17,23,0,1,1,0,0,BB,BIH,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,121.0,0,0,Check-Out,4/24/2016,1,1,121.0
City Hotel,0,53,2016,April,17,21,0,3,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient-Party,177.3,0,2,Check-Out,4/24/2016,3,3,531.9000000000001
City Hotel,0,0,2016,April,17,22,0,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,119.0,0,0,Check-Out,4/24/2016,2,2,238.0
City Hotel,0,2,2016,April,17,21,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20,0,0,Transient,95.0,0,0,Check-Out,4/24/2016,3,2,285.0
City Hotel,0,166,2016,April,17,21,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,2,No Deposit,7,0,0,Group,73.6,0,2,Check-Out,4/24/2016,3,2,220.8
City Hotel,0,166,2016,April,17,21,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,7,0,0,Group,73.6,0,2,Check-Out,4/24/2016,3,2,220.8
City Hotel,0,166,2016,April,17,21,0,3,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,B,F,1,No Deposit,7,0,0,Group,73.6,0,2,Check-Out,4/24/2016,3,4,220.8
City Hotel,0,56,2016,April,17,22,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient,119.1,1,1,Check-Out,4/24/2016,2,2,238.2
City Hotel,0,194,2016,April,17,21,0,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,0,0,Transient,73.46,0,0,Check-Out,4/24/2016,3,2,220.38
City Hotel,0,57,2016,April,17,22,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient,119.1,1,1,Check-Out,4/24/2016,2,2,238.2
City Hotel,0,112,2016,May,19,6,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,1,A,A,0,No Deposit,0,0,0,Transient,98.69,0,1,Check-Out,5/8/2016,2,2,197.38
City Hotel,0,178,2016,July,29,11,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,2,A,A,0,No Deposit,0,0,0,Transient,72.68,0,1,Check-Out,7/12/2016,1,1,72.68
City Hotel,0,178,2016,July,29,11,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,2,A,D,0,No Deposit,0,0,0,Transient,81.68,1,1,Check-Out,7/12/2016,1,2,81.68
City Hotel,1,315,2016,November,48,25,0,1,2,0,0,BB,PRT,Direct,Direct,0,2,4,B,B,0,No Deposit,0,0,0,Transient-Party,65.8,0,1,Canceled,11/7/2016,1,2,65.8
City Hotel,1,312,2016,November,48,25,0,1,1,1,0,BB,PRT,Direct,Direct,0,2,4,B,B,0,No Deposit,0,0,0,Transient-Party,56.8,0,1,Canceled,11/7/2016,1,2,56.8
City Hotel,0,0,2016,April,17,23,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,7,0,0,Transient,90.78,0,0,Check-Out,4/24/2016,1,2,90.78
City Hotel,0,6,2016,April,17,22,0,2,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,167.0,0,0,Check-Out,4/24/2016,2,3,334.0
City Hotel,0,7,2016,April,17,21,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,183.0,1,1,Check-Out,4/24/2016,3,2,549.0
City Hotel,0,2,2016,April,17,23,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,131.0,0,0,Check-Out,4/24/2016,1,1,131.0
City Hotel,0,10,2016,April,17,22,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,140.0,1,1,Check-Out,4/24/2016,2,2,280.0
City Hotel,0,1,2016,April,17,22,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,152,0,0,Transient,67.76,0,1,Check-Out,4/24/2016,2,2,135.52
City Hotel,0,5,2016,April,17,21,0,3,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,0,0,Transient,136.0,0,1,Check-Out,4/24/2016,3,2,408.0
City Hotel,0,35,2016,April,17,19,0,5,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,136.62,0,3,Check-Out,4/24/2016,5,3,683.1
City Hotel,0,32,2016,April,17,18,1,5,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,89,0,0,Transient,73.32,0,0,Check-Out,4/24/2016,6,2,439.92
City Hotel,0,143,2016,April,17,22,0,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,0,0,Transient,77.03,0,0,Check-Out,4/24/2016,2,2,154.06
City Hotel,0,143,2016,April,18,24,0,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,0,0,Transient,0.0,0,0,Check-Out,4/24/2016,0,2,0.0
City Hotel,0,5,2016,April,17,21,0,3,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,136.0,0,1,Check-Out,4/24/2016,3,2,408.0
City Hotel,0,186,2016,April,17,22,1,2,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,23,0,0,Transient-Party,80.0,0,0,Check-Out,4/25/2016,3,2,240.0
City Hotel,0,161,2016,April,17,22,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,23,0,0,Transient-Party,71.0,0,0,Check-Out,4/25/2016,3,1,213.0
City Hotel,0,186,2016,April,17,22,1,2,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,23,0,0,Transient-Party,40.0,0,0,Check-Out,4/25/2016,3,2,120.0
City Hotel,0,186,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,23,0,0,Transient-Party,80.0,0,0,Check-Out,4/25/2016,3,2,240.0
City Hotel,0,186,2016,April,17,22,1,2,3,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,23,0,0,Transient-Party,115.0,0,0,Check-Out,4/25/2016,3,3,345.0
City Hotel,0,186,2016,April,17,22,1,2,3,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,23,0,0,Transient-Party,115.0,0,0,Check-Out,4/25/2016,3,3,345.0
City Hotel,0,161,2016,April,17,22,1,2,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,23,0,0,Transient-Party,80.0,0,0,Check-Out,4/25/2016,3,2,240.0
City Hotel,0,161,2016,April,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,23,0,0,Transient-Party,80.0,0,0,Check-Out,4/25/2016,3,2,240.0
City Hotel,0,59,2016,April,17,21,1,3,2,1,0,BB,ITA,Direct,Direct,0,0,0,D,E,0,No Deposit,14,0,0,Transient,122.1,0,1,Check-Out,4/25/2016,4,3,488.4
City Hotel,0,5,2016,April,17,22,1,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,201.0,0,2,Check-Out,4/25/2016,3,4,603.0
City Hotel,0,198,2016,April,17,22,1,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,73.46,0,1,Check-Out,4/25/2016,3,2,220.38
City Hotel,0,0,2016,April,17,23,1,1,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,0,Transient,123.0,1,0,Check-Out,4/25/2016,2,1,246.0
City Hotel,0,42,2016,April,17,21,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,0,Transient,103.84,0,0,Check-Out,4/25/2016,4,2,415.36
City Hotel,0,42,2016,April,17,21,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,0,Transient,103.84,0,1,Check-Out,4/25/2016,4,2,415.36
City Hotel,0,42,2016,April,17,21,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,103.84,0,1,Check-Out,4/25/2016,4,2,415.36
City Hotel,0,52,2016,April,17,22,1,2,2,0,0,SC,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,138,0,0,Transient,85.0,0,0,Check-Out,4/25/2016,3,2,255.0
City Hotel,0,39,2016,April,18,24,1,0,2,0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,94.5,0,1,Check-Out,4/25/2016,1,2,94.5
City Hotel,0,72,2016,April,17,23,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient-Party,118.8,0,1,Check-Out,4/25/2016,2,2,237.6
City Hotel,0,35,2016,April,17,22,1,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,0,0,Transient,94.5,0,0,Check-Out,4/25/2016,3,2,283.5
City Hotel,0,35,2016,April,17,22,1,2,1,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,94.5,0,1,Check-Out,4/25/2016,3,1,283.5
City Hotel,0,6,2016,April,18,24,1,0,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,146.0,1,2,Check-Out,4/25/2016,1,3,146.0
City Hotel,0,6,2016,April,17,23,1,1,2,2,0,BB,NLD,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,9,0,0,Transient,196.0,0,1,Check-Out,4/25/2016,2,4,392.0
City Hotel,0,7,2016,April,17,23,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,131.0,0,2,Check-Out,4/25/2016,2,2,262.0
City Hotel,0,6,2016,April,18,24,1,0,2,0,0,HB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,147.0,0,2,Check-Out,4/25/2016,1,2,147.0
City Hotel,0,39,2016,April,17,21,1,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,137.7,0,0,Check-Out,4/25/2016,4,3,550.8
City Hotel,0,150,2016,April,17,22,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Contract,96.3,0,3,Check-Out,4/25/2016,3,2,288.9
City Hotel,0,2,2016,April,18,24,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,108.0,1,1,Check-Out,4/25/2016,1,2,108.0
City Hotel,0,2,2016,April,18,24,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,99.0,0,0,Check-Out,4/25/2016,1,2,99.0
City Hotel,0,38,2016,April,17,21,1,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,118.8,0,1,Check-Out,4/25/2016,4,2,475.2
City Hotel,0,37,2016,April,17,23,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,0,Transient,94.5,0,0,Check-Out,4/25/2016,2,2,189.0
City Hotel,0,3,2016,April,18,24,1,0,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,9,0,0,Transient,119.0,0,2,Check-Out,4/25/2016,1,3,119.0
City Hotel,0,1,2016,April,17,22,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,121.0,0,2,Check-Out,4/25/2016,3,2,363.0
City Hotel,0,48,2016,April,18,24,1,0,2,0,0,SC,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83,0,0,Transient,80.4,0,0,Check-Out,4/25/2016,1,2,80.4
City Hotel,0,5,2016,April,17,22,1,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,136.0,0,1,Check-Out,4/25/2016,3,2,408.0
City Hotel,0,1,2016,April,17,23,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,116.0,0,2,Check-Out,4/25/2016,2,2,232.0
City Hotel,0,1,2016,April,17,23,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,104.0,0,0,Check-Out,4/25/2016,2,2,208.0
City Hotel,0,3,2016,April,17,23,1,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,7,0,0,Transient,102.8,0,2,Check-Out,4/25/2016,2,3,205.6
City Hotel,0,5,2016,April,17,23,1,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,G,0,No Deposit,9,0,0,Transient,131.0,0,1,Check-Out,4/25/2016,2,2,262.0
City Hotel,0,57,2016,April,17,22,1,2,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,137.7,0,2,Check-Out,4/25/2016,3,3,413.1
City Hotel,0,69,2016,April,17,22,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,118.8,0,1,Check-Out,4/25/2016,3,2,356.4
City Hotel,0,0,2016,April,17,23,1,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9,0,0,Transient,114.0,0,0,Check-Out,4/25/2016,2,1,228.0
City Hotel,0,7,2016,April,17,22,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,0,0,0,Transient,75.0,0,1,Check-Out,4/25/2016,3,2,225.0
City Hotel,0,42,2016,April,17,21,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,103.84,0,1,Check-Out,4/25/2016,4,2,415.36
City Hotel,0,64,2016,April,17,23,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,118.8,0,1,Check-Out,4/25/2016,2,2,237.6
City Hotel,0,42,2016,April,17,23,1,1,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,D,C,0,No Deposit,9,0,0,Transient,118.8,0,1,Check-Out,4/25/2016,2,2,237.6
City Hotel,0,150,2016,April,17,22,1,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,14,0,0,Transient,135.0,0,0,Check-Out,4/25/2016,3,2,405.0
City Hotel,0,3,2016,April,18,24,1,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,89.0,0,1,Check-Out,4/25/2016,1,2,89.0
City Hotel,0,40,2016,April,17,22,1,2,2,1,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14,0,0,Transient,128.4,0,0,Check-Out,4/25/2016,3,3,385.2000000000001
City Hotel,0,11,2016,April,18,24,2,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,140.0,1,1,Check-Out,4/26/2016,2,2,280.0
City Hotel,0,42,2016,April,17,23,2,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9,0,0,Transient,118.8,0,0,Check-Out,4/26/2016,3,2,356.4
City Hotel,0,31,2016,April,17,23,2,1,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,83,0,0,Transient,87.04,0,0,Check-Out,4/26/2016,3,2,261.12
City Hotel,0,70,2016,April,17,22,2,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,97.33,0,0,Check-Out,4/26/2016,4,2,389.32
City Hotel,0,169,2016,April,17,22,2,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,2,0,48,Transient-Party,63.5,0,0,Check-Out,4/26/2016,4,1,254.0
City Hotel,0,169,2016,April,17,22,2,2,1,0,0,BB,RUS,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,2,0,48,Transient-Party,63.5,0,0,Check-Out,4/26/2016,4,1,254.0
City Hotel,0,169,2016,April,17,22,2,2,1,0,0,BB,KAZ,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,2,0,48,Transient-Party,63.5,0,0,Check-Out,4/26/2016,4,1,254.0
City Hotel,0,170,2016,April,17,23,2,1,2,0,0,BB,RUS,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,2,0,48,Transient-Party,70.0,0,1,Check-Out,4/26/2016,3,2,210.0
City Hotel,0,168,2016,April,17,21,2,3,2,0,0,BB,LVA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,2,0,48,Transient-Party,81.2,0,1,Check-Out,4/26/2016,5,2,406.0
City Hotel,0,168,2016,April,17,21,2,3,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,2,0,48,Transient-Party,81.2,0,1,Check-Out,4/26/2016,5,2,406.0
City Hotel,0,169,2016,April,17,22,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,0,48,Transient-Party,77.0,0,1,Check-Out,4/26/2016,4,2,308.0
City Hotel,0,169,2016,April,17,22,2,2,2,0,0,BB,RUS,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,0,48,Transient-Party,77.0,0,1,Check-Out,4/26/2016,4,2,308.0
City Hotel,0,44,2016,April,17,23,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,24,0,0,Transient-Party,95.0,0,1,Check-Out,4/26/2016,3,2,285.0
City Hotel,0,138,2016,April,17,23,2,1,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,0,0,Transient,71.0,0,0,Check-Out,4/26/2016,3,2,213.0
City Hotel,0,68,2016,April,18,24,2,0,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,133.2,0,2,Check-Out,4/26/2016,2,3,266.4
City Hotel,0,14,2016,April,18,24,2,0,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9,0,0,Transient,149.0,0,2,Check-Out,4/26/2016,2,3,298.0
City Hotel,0,44,2016,April,17,23,2,1,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,24,0,0,Transient-Party,85.0,0,0,Check-Out,4/26/2016,3,1,255.0
City Hotel,0,44,2016,April,17,23,2,1,3,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,24,0,0,Transient-Party,133.0,0,1,Check-Out,4/26/2016,3,3,399.0
